review,sentiment
"I watched this film for the second time tonight after about three years and it was as wonderful as before...<br /><br />There are more than a dozen modern stunning French films from en couer de hiver to the three colours trilogy and all of them are special. This film is one of them. A true delight with so many great things going for it from the homage to Hitchcock to two beautiful ladies in Romane and Monica. While Monica is very beautiful, Romane is a very sexy lady and steals many of the scenes she inhabits.<br /><br />I am not sure why people think this film is convoluted as the scenes are such a perfect blend of past and present acting as a counterpoint to the characters' own remarkable journey that the film simply flows and you barely realise that 116 minutes of beauty and mystery have left the viewed enchanted and bewitched. <br /><br />Like most French and European films this story would never translate across the Atlantic as no studio could capture the magic without throttling the life out of it with the Hollywood bleaching common to most movies that become lost in translation. Americans make brilliant films, but not of this type... perhaps if they let someone like a young Polanski work on it then maybe they would not totally butcher an English version...<br /><br />For those who do not watch subtitled films you will spend a lifetime in ignorant bliss. For those who can read then you would be spiting yourself to miss films like this...<br /><br />I would describe this as Neo-Franco-Noir, but only to cheese off the reviewer who called this film elitist. I think I saw him doing an add for four-and-twenty-pies. He thinks Romane Bohringer is a type of French Mayonnaise...It is arty in the way that Pulp Fiction is arty...but with more Gallic savoire faire...<br /><br />10 out of 10 with every viewing...and has anyone got Romane's phone number...she is the perfect French Salad Dressing...",positive
"This is a very interesting project which could have been quite brilliant. Gathering 11 prominent international directors and allotting each of them 11 minutes, 9 seconds and 1 frame to create a segment of their choice; each short exploring the global reverberations of 9/11. Without using any spoilers, I would say that Ken Loach's piece is the jewel in the crown, and Mira Nair's short (segment ""India""), based on a true story, deserves to be made into a full feature film. One also realizes, while watching his short, why Alejandro González Iñárritu is one of the best directors in the world today  he simply is a master of the medium, who has also a profound understanding of the subject matter. Unfortunately, not all 11 parts are made as well. Youssef Chahine, in his segment ""Egypt"", assumes the Arab stance of the self-inflicted collective guilt, which piece could have potentially been the most interesting one. He fails miserably. Chahine's short is poorly written and badly executed, at least enough to stand out amongst other, superior chapters of the film. Despite the imbalance in quality, I would still give the film 7/10 for concept, if not for execution.",positive
"Having seen men Behind the Sun I guess I hoped for an evolution in style & technique to match the larger scale of this movie. I was also quite interested to see someone make a hard-hitting fact-based fictionalised account of what happened during this most notorious of Japanese atrocities, but this is not it. This plays like a bottom-to-mid tier European Nazi exploitation movie from the 70s - e.g. SS Experiment Camp etc (perhaps more like Deported Women of the Special Section actually). Granted it has a greater scope and more people running around, but it resorts to the same cheap and cheerless device of lots of hapless non-actors limply falling over to the sound of ridiculously fake gunshots, spiced up with the occasional poorly executed 'shock' sequence. The admittedly horrible documentary footage is roughly spliced in between scenes so hackneyed that even these real images are robbed of much of their power. Watch channel 4's 'The Holocaust' (aired recently (still running?), as of 1 No 2006) for a genuinely disturbing documentary on the evils of war (featuring excellent in-context use of actual footage). This is the type of treatment the horror of Nanjing deserves, not this hackneyed exploitation garbage (a better executed exploitation movie minus the disrespectful use of stock footage would have been fine, but again this is not even a very good exploitation movie). Rating: 3 (5 as exploitation, 1 as a treatment of the subject).",negative
"It's great how this movie pulls you along. I had honest laughs. Don't care that it's low budget cause the thing works for me. To be honest my wife didn't really go for it in the same way but she prefers a different type of film. She did admit though that it was very creative and well put together and probably all on a shoe string. These characters who's lives are strange and troubled give me something to relate to in my own world. Just keep going and be who you are. Dreams are what you make of them. In watching this movie a second and third time I realized that there are some hidden moments that passed by me on the first time through. What can I say, I like my fun with some complexity. Anyway liked it. Hope to see more.",positive
"What a moving film. I have a dear friend who is in her sixties and for the past 15 years has told me that people don't see her anymore, and she longs for companionship. Being in my late 40s I am beginning to see what she has been complaining about. You are no longer youthful, beautiful or touchable. When May says ""...this lump of a body..."" wow. How our bodies change and how we are told it is no longer beautiful. I love when she begins to change what she wears...the colorful scarf...no longer the frumpy wife.<br /><br />It is a sad and wonderful picture at the same time. Sad in that May betrays her daughter's trust...beautiful in that she finds herself through the difficulty of the affair, and chooses to move on and finally have her own life. I love the character's daring to even initiate the love affair.<br /><br />Mostly I love the movie because finally it is a picture that shows the intricate nature of relationships, be they familial or not. We see Paula's vulnerability, yet she will have what she wants at all costs...(when she tells her mum that she will have a baby for Darren whether he wants one or not after her mother asks if Darren even wants a child). The movie hits the mark on the how relationships can change, and yet reveals what has been there all along, dormant. May has stifled her own creativity to raise a family. A family that she didn't really want, but was ""something you just did when she was young"". I love the scene when Darren calls her an old tart, and she smiles and says ""I was never called that before"". It was truly a gem of a movie.<br /><br />And Daniel Craig. Well, i just love him. I was pleasantly surprised. Not only is he pleasant on the eyes, he is a real talent. What a neat role. He is much more than any 007 that is for sure and I look forward to seeing him in more roles of this nature. The scene where he is pleasuring May and the look he gives her is sort of a look of wonder that he has such control over this woman, and also one of pleasure of being able to give this to her. He is actually enjoying giving her pleasure. A wonderful scene. The contrast is the love scene with Bruce. Bruce is totally absorbed with his own pleasure...two completely different men.<br /><br />Alas...I wonder where is my Darren?",positive
"Damien O'Donnell has a good track record and in this film he handles a very delicate topic with sensitivity but manages not to let the film turn into schmalz.<br /><br />This is a fantastic film, its funny with sad bits and it makes you look at things differently. Tell everyone you know to go see it now- FANTASTIC!<br /><br />The acting is excellent, and Dublin plays a starring role. This film will change the way you view people with disabilities and also give you a very entertaining night out in the cinema. I can't wait til it comes out on DVD.",positive
"Woody Harrelson and Wesley Snipes team up as hustlers on the basketball court. Okay, that sounds all right there. It leaves lots of room for good comedy and a good story. But no such event took place in the many following boring minutes of this pathetic attempt of a film. This movie became redundant, retarded, and ridiculous after the first twenty seconds had gone by. Woody Harrelson played one of my favorite t.v. characters, Woody from Cheers, and I was looking forward to seeing him in this movie. But after seeing his "" acting performance "" I have come to the conclusion that he should stay playing dumb country hicks who bartend. His acting was as dull and poor as the movie. Another actor in this unreal film was Rosie Perez. I have liked movies with Perez before, but I have decided that the reason I have enjoyed other works in her career was that she was not a main character and didn't have that many speaking lines ( Do the Right Thing ). But now in White Men Can't Jump she was made a central character with many lines, thus meaning that the audience has to put up with her incredibly annoying and whining voice. So after seeing this film ( term used loosely ) and hearing Rosie Perez for much more than appreciated I can now say that I'm a white man and I'm getting ready to jump . . . off a twenty story apartment building.",negative
"I just watched this movie for the second time, and enjoyed it as much as the first time. It is a very emotional and beautiful movie, with good acting and great family values. Inspiring and touching!",positive
"I'm not sure quite why I clicked ""contains spoiler"", because quite honestly there is not enough explanation ever given in the movie to know enough of what is supposed to be going on to spoil it.<br /><br />Visually it mostly delivers. Well, apart from some 80's throwback rubber-mask monsters. I'll say now that before watching this I had never seen the band Lordi, nor knew anything about them bar that they won Eurovision. Apparently the monsters in this are members of the band, pretty much in their stage personas. Whatever. Anyway, I didn't know this while watching. I just thought the monsters/demons were mostly passable. Just about.<br /><br />I'm almost sure there is a semi-coherent explanation behind what we see on-screen, but it may actually be better not to know it. It probably would actually have been incredibly lame come to think on it. The action keeps it rolling along pretty much well enough to keep the viewer mostly entertained, even if half the entertainment factor is joking about wtf is supposed to be happening in this movie exactly.<br /><br />I gave it a four mainly because I got a good laugh out of it, especially out of how it explains pretty much nothing. Must have been the mood I was in, but I found that hella funny for some reason. Then I look up the movie on the internet and find out that NOBODY knows what the hell it's supposed to be about. That amused me further, and raised my score an extra half point to a 4/10.<br /><br />It's not scary, or particularly coherent, but it's pretty nice visually and sonically. Overall, far from essential, but watchable. Don't expect too much and don't expect it to make any sense and it might entertain you if you are in the right mood.",negative
"Bridges's drama about a reporter who discovers some flaws in the safety precautions taken at a nuclear powerplant is directed well and a pretty interesting film from the late 70s. Its not amazing, but its solid, the acting is pretty good especially Jack lemmon, but Douglas and Fonda were good too. It was a pretty good screenplay and Bridges's direction was solid and suitable. This is definitely not one of the best films of the 70s, but its one of the better ones. A good early Michael Douglas film and Lemmon in his prime.--- IMDb Rating: 7.2, my rating:, so in simple words, solid but not amazing... thats what this film is, solid but not amazing 8/10",positive
"The Omega Code was a model of cinematographical inconsistency. There was a bit (but precious little) of good acting, primarily by the two prophets and Rostenberg, who only appeared once and had no lines. Otherwise the acting was decidedly bad. The plot line was rather weak, and only partially based on already questionable Biblical interpretation. Certainly not one of the year's best.",negative
"...for this movie defines a new low in Bollywood and has set the standard against which all c**p must now be compared.<br /><br />First off, the beginning did have elements of style....and if handled well, could have become a cult classic, a-la pulp fiction or a Desi desperado...but the plot (was there one?) begins to meander and at one point completely loses it.<br /><br />Throw in a deranged don with an obsession for English, a call center smart Alec, a femme fa tale who can don a bikini and a Saree with the same aplomb, a levitating, gravity defying hit-man and a cop with a hundred (or was it a thousand) black cat commandos on their trail....good ingredients in competent hands. But this is where I would like to ask the director: Sir, what were you smoking?<br /><br />Im sure this movie would be remembered in the annals of Bollywood film making - for what must never be done - insult the intelligence of the most brain dead of movie goers. <br /><br />Possibly the only redeeming feature in this Desi matrix plus desperado plus grindhouse caper is the music...watch the videos...hear the airplay and you wont be disappointed. Vishal- Shekhar come up with some eminently hummable tunes. <br /><br />How I wish the director had spent the money in creating some more eye candy....<br /><br />As I sign off, I want to really, badly know how does Akshay's bullet wound vanish in a microsecond...what were you editors doing? Tashan, maybe...",negative
"I'm a fan of good, plausible, action movies. And I'm a huge fan of the elite military units such as the Navy SEALs. Finally, I'm a huge fan of Michael Biehn. Sadly none of those allowed me to really enjoy this movie at the time. I gave it another chance more recently when I bought the DVD. Here's the problems with this movie in a quick list: 1. It's a poor mans top gun, for example including a virtual music video of the SEAL team playing golf with a soundtrack of ""The Boys are Back In Town"", which concludes with Charlie Sheen doing an inane chase to get his towed car back.<br /><br />2. This is quite simply a Charlie Sheen movie, when Sheen was trying to be famous before he started doing stuff like Hot Shots. Reports I've heard indicate that Sheen was a baby on the set and it affected the roles and Direction the rest of the actors in the movie got.<br /><br />3. Biehn is the head of the SEAL team yet Sheen seldom obeys him. Any SEAL showing the lack of discipline that Sheen's character does, or who endangered the team as he does, wouldn't even have made it through BUDS training let alone gotten on a team.<br /><br />4. SEALs are cross trained on weapons. Yet in one part of the movie a SEAL has to ""figure out"" how to use a U.S. Stinger Missile.<br /><br />There are a few good scenes in the movie. The assault entry at the beginning, Bill Paxton as ""God"", and some of the footage in what was supposed to be Beirut at the time. Overall though this movie is a loser.",negative
"Unspeakably discombobulated turkey, a mix of anti-Nazi musical (!!), pre-war Americana and Agatha Christie whodunit spoof with one big, big problem: it's deadly unfunny. Besides the single-digit I.Q. plot and dialog, the most amazing aspect of ""Lady..."" is the berserk casting. Gene Wilder (star AND co-writer) tries hard at it all: he plays a romantic lead (with his looks!! and his age!! he and Woody Allen should start a club for clueless, mirrorless ageing comedians), and he tries to be moving and funny and poignant and smart, and tries to sing and dance, and succeeds in NONE!! A looong shot from his good old days with Mel Brooks.<br /><br />For a while I thought I was having a myopia fit, because everybody in the movie keeps saying Cherry Jones is this pretty hot chick, and that Michael Cumpsty is this impossibly handsome stallion!! The guy who plays Claire Bloom's male secretary is a bespectacled balding thin actor as sexy as a chair and is the object of passion of the two leading ladies!! Mike Starr's over-the-top acting as the most incompetent, phoniest cop you EVER saw deserves to rank among the 10 most abhorrent performances in recent film history. The saddest note is to see wonderful Claire Bloom and Barbara Sukowa completely miscast and offensively wasted. At least I hope both stars payed their bills back home (and subsequently fired their agents) with this flop. No wonder acting prodigy Sukowa returned to Germany after she saw what Hollywood had in store for her!!<br /><br />If you want to see how to accomplish a really bad film out of a really bad script with a berserk casting director, study this one - otherwise stay away!!! - 1/10",negative
"THE ODD COUPLE (3+ outta 5 stars)<br /><br />Like most people I will always feel that Jack Klugman and Tony Randall are the definitive ""Odd Couple"". Their incredible work on the TV series from the early to mid-70s was a highwater mark for television at the time... easily surpassing the stage and screen versions of the tale. Nonetheless, how can you go wrong with a Jack Lemmon/Walter Matthau pairing? Matthau is in especially good form as Oscar, the slob. Lemmon takes a bit of getting used to as Felix, particularly if you have previously seen Tony Randall's outstanding performance. The script is good... definitely Neil Simon's best. (I will go on record here as stating that Neil Simon is probably one of the worst, most over-rated playwrights of American theatre.) The storyline is simple: Felix, a neat freak and newly separated from his wife moves in with Oscar, the slob who needs some help saving money for alimony payments. Their living arrangement becomes much like a marriage as well, culminating in some amusing tiffs and spats. Lots of fun and some great one-liners.",positive
"i adore this film as much as any one adores viewing whatever it was they saw when they were young. it was one of those films that Home Box Office showed every other day throughout my youth. this film is forever lodged in my brain. For someone who didn't grow up around this film, you may have become spoiled by the ADD cycle we've been in since the mid-90's and may find it more difficult to appreciate this gem. cool this is, as my sis was doped up on ""better off dead"" before i saw this (of which i raped & loved)-and no one, NO ONE can deny the embrace of awkward teenage humor in American cinema in the 80's - this gave birth to everything we have found tiresome in teen comedies..because with all the overuse of slow-mo, the current soundtrack, the new tech. I wonder if cinema will go back to these roots... THIS IS the teen comedy...YES!",positive
"Sad to say this is one of the sillier of John Wayne's series of poverty row westerns for Lone Star Productions. Here he is a United States Marshal on the trail of a bandit known only, I kid you not, as the Shadow.<br /><br />No it's not Lamont Cranston, it's some dude who gives his orders through an open wall safe so his men don't see who he is. But the voice is unmistakable, you'll know within 10 minutes of the film. <br /><br />And another reviewer here is quite wrong, no squeals or groans from the audience would have occurred because Gabby Hayes was still playing a variety of roles and he's clean shaven here. He had not yet found his niche as the lovable oldtimer sidekick of various movie cowboy heroes like the Duke.<br /><br />Later on he does lead his men quite openly in the climax so I'm not sure what the point of the original gimmick with the wall safe was. I don't think those that wrote this one knew either.<br /><br />Wayne gets Yakima Canutt as an Indian sidekick here and the relationship is just about the same as an unmasked Lone Ranger and Tonto.<br /><br />It's all pretty silly if you ask me.",negative
"The first two hours of the televised version are full of character and plot exposition -- after an early brief sequence of Las Vegas being hit by tornadoes, the action doesn't really start until the second two hours. Still, some character relationships don't become clear until the second part. The actors turn in competent performances, but nothing special (however, better than those in ""Aftershock: Earthquake in New York""). An exception is Randy Quaid, whose character is superfluous and incredibly annoying. The plot is a pretty standard mix of parts of ""Independence Day"", ""Speed"", ""The Day After Tomorrow"", ""Earthquake"", ""The Towering Inferno"" and several other films. You can predict what will happen next, and come close to predicting the dialog, word for word. The special effects are unbelievably bad. Despite the effects in ""Twister"", the tornadoes in this film seem less realistic than the one in ""The Wizard of Oz"" and other effects were obviously done for less money than such series as ""CSI"" and ""Cold Case"" spend on the totality of a single episode. If you have to see a made-for-TV disaster film, see ""The Day After"", ""Asteroid"", or ""Special Bulletin"" instead -- you'll get better plots, acting, and effects.",negative
"This film was adapted from the well known sutra on Journey to the West where a monk with his three students seek out to find a long lost book with regards to the teaching of Buddha.<br /><br />Though this movie is not as solemn as the previous films made according to the legend, it did however, managed to bring in romance and fun-filled humorous scene.<br /><br />This real objective of this movie revolves around more on the monk who were primarily saved from being eaten by demonic flying creatures. One of his student, the Monkey God managed to get him out from the battle in the nick of time, but were in turn captured by the demons and cast into the deep throat of a dragon, locked up in that particular dungeon.<br /><br />The monk awoke in a small village where he found Mei Yan (the so called ugly serpent daughter) who fell in love over him at first sight. Though ugly, she did not let her appearance be casted aside from getting to him. However, a quest for rescuing his three students soon turn out to be filled with obstacles and each of which turned out to get worse with Mei Yan following the monk. Problems crept deeper and this is where conflicts between the relationship gets worse.<br /><br />The rest of the tale would be left at your own disposal, but suffice to say, this film does not depict the typical storyline of the book, it is more for those who wants to seek out for a funny and light picture of what Journey to the West and the love obstacles really mean.<br /><br />Towards the very end, the whole summary could be described with only one word, and that is love. The monk went to show the Heavenly Gates, the Celestial Palace and Buddha himself how love can overcome even the worst fear of all and deemed fit as the most powerful weapon that can be used against any enemy of superior powers.<br /><br />A wonderfully created and funny acts awaits those who buys this ticket. There would be of course, no regrets, at least from my side and those who were with me at the cinema that day watching the same film.",positive
"What happened? What we have here is basically a solid and plausible premise and with a decent and talented cast, but somewhere the movie loses it. Actually, it never really got going. There was a little excitement when we find out that Angie is not really pregnant, then find out that she is after all, but that was it. Steve Martin, who is a very talented person and usually brings a lot to a movie, was dreadful and his entire character was not even close to being important to this movie, other than to make it longer. I really would have liked to see more interactions between the main characters, Kate and Angie, and maybe try not for a pure comedy, which unfortunately it was not, but maybe a drama with comedic elements. I think if the movie did this it could have been very funny since both actresses are quite funny in their own ways and sitting here I can think of numerous scenarios that would have been a riot.",negative
"Just watched this early Bugs Bunny (first time he's named here) and Elmer Fudd cartoon on the ThadBlog as linked from YouTube. This was Chuck Jones' first time directing the ""wascally wabbit"" and as a result, Bugs has a different voice provided by Mel Blanc than the Brooklyn/Bronx one we're more familiar with. In fact, according to Thad, he's channeling Jimmy Stewart (his ""shy boy"" type personality of that time). Anyway, after Elmer buys his pet, Bugs goes all obnoxious on him by turning the radio real loud, pretending to die after his master repeatedly throws him out of his shower, and saying ""Turn off those lights!"" whenever Elmer catches him in his bed. Even with the different voice, Bugs is definitely his mischievous self and I laughed myself blue the whole time! According to Thad, there was an additional scene at the end of Elmer just giving the house to Bugs after the hell he went through but that was probably considered too sad since he suffers a mental breakdown at that point so it's just as well that cut scene is lost. Anyway, I highly recommend Elmer's Pet Rabbit.",positive
"I liked the first The Grudge. It really creeped me out and it had something to it that made me want to see it twice. That something was missing from this sequel. There was no creativity, nothing new or original, nothing that really sticks to your mind. It's people dying because a scary ghost comes out of the shadows and says boo. And most of the time, it wasn't even all that scary.<br /><br />Plot-wise this movie is a dead end. Amber Tamblyn is a good actress, but she was given nothing to do, and Karen's death seemed really unsatisfactory because it came so quickly. I was also disappointed in the Kayako's mother subplot. I was thinking that she might provide some way to fight the Grudge, but she dies in the hands - hair? - of Kayako. That was such a stupid twist. All in all, it's difficult to feel for characters that you know from minute one are going to die. All in the same way. And there's nothing they can do. It doesn't feel like a cruel destiny awaiting them. It's just boring, because you know what's going to happen. If they had anything to fight it with, that would have added suspense, even if they failed. If there was any hope, it would make the scares more justified. Now you're just waiting for them to die.<br /><br />Kayako was really scary in the first movie, but this time we saw her too many times and that took away some of it. I was still scared during some scenes, but I actually got used to the huge eye and blue face. The makers obviously realized this would happen as they added other scary ghosts. Yes, I was scared at the school psychologist scene - even if I knew where it was going as soon as she said ""I've been to the house"". A nice touch. Toshio, however, was not scary at all in this movie. I was much more creeped out by the non-blue Toshio with black eyes and a blank stare that sometimes appeared in the first movie. A blue boy sitting in the corner does nothing for me.<br /><br />Some of the characters seemed really unnecessary - the notorious milk-scene with the girl whose name I can't even remember comes to mind. I wasn't scared, it was just ""Huh?"" I'm not sure if the schoolgirls were even really needed. Karen could have brought the grudge to the US with her. It could have killed people related to her life, everyone at the funeral, or something like that. Even so, it would have been dull to watch them all die, but being introduced to so many unrelated people really felt annoying. Hated the ""I won't call you mother"" scene. Aubrey's mother issues were equally dull. The little boy was a touching character, though.<br /><br />The Ju-On sequel was much scarier than this one. It had some new twists - dreams and reality blurring much more, for instance - and even if it left me feeling quite down, I was also somehow satisfied. I got to think a bit and be left wondering. This movie only provided cheap scares.",negative
"well, this is an Ivan Reitman film. with the rare exception, Ivan likes to entertain. His films generally aren't ""deep"", but they are often entertaining enough. My Super Ex-Girlfriend surprised me in that i laughed more than i thought i would. Uma Thurman is just so grand, and i love her portrayals. I like Luke Wilson too, and Rainn Wilson was a straight hoot. Never taking itself seriously, the film is over the top and yet isn't very unique, nor does it go where no one has gone before.... it's a nice rent though and probably an OK date movie, especially if you have a headache and don't want to strain your brain. It's escapist fun and there's nothing wrong with that. When you strip away the ""super-girl"" stuff, you're left with a story about relationships, and relationships gone bad. It's a boy meets girl, boy leaves girl thing. And in the end, the characters are looking for love. Not all of them take being ""dumped"" as well as they could....a slice of life with a twist.",positive
"If my memory is correct, when this movie was released it came across as something of a comedy - a funny look at the adult entertainment industry. If that's what it's supposed to be, it doesn't really work. It just isn't that funny. Setting that rather significant (since this is called a comedy!) failure aside, since I have no personal knowledge of the subject matter, I'll avoid comment about the authenticity of the story - which deals with the goings on behind the scenes in a Toronto massage parlour, except to say that - if this is true - the life is pretty dull. <br /><br />For over an hour, this movie really doesn't give us much of anything except some background knowledge of the main characters. Conrad is the newly hired manager of the massage parlour whose basic job apparently is to make sure the girls aren't giving ""full service"" - a euphemism for actual sex. As for the girls themselves, Betty's goal is to buy a parlour of her own so that she can run her own business, Cindy is an illegal immigrant to Canada working to support her family back home and Leah is - well, Leah is a somewhat strange, undefined character with a nipple fetish - true - who seems to be in the business because - well, because she's in it! I have no idea what her character was about. Those three may well fairly reasonable composite characters who accurately represent the motivations of the women who get involved in this business.<br /><br />The movie meanders about and doesn't offer much until the ""twist"" reveals Conrad to be the bad guy. We should have gotten to that point sooner. The only thing truly interesting here was that part of the story - Conrad's secret plan and the revenge plotted against him by the girls. That plan for revenge was pretty good, and you're grateful when it comes out because basically up to that point you're wondering why you wasted your time with this. Had the story been more focused on the revenge, this might have actually been a fairly funny movie.<br /><br />The performances from the 4 leads were all OK, although I didn't think anyone came across as outstanding. All four characters were a bit shallow. Cindy was a sympathetic character, and so was Conrad for a while, although he turns out to be the bad guy of the movie. Given the subject matter, there's surprisingly little nudity (and what there is is restricted to one scene.) In fact, there even a certain air of innocence around a lot of this. As for the overall quality of the movie, it's a low-budget effort, which shows, although you expect a certain griminess, I suppose, of a movie set in the context of a body rub parlour, so that's forgivable. It certainly says something, though, that this was released 8 years ago now and is still the only credit on writer-director Soo Lyu's resume and - given the normal lack of depth in the Canadian film industry - that it wasn't even deemed worthy of being nominated for any Genie Awards - the Canadian version of the Oscars. 4/10 - and I'm being a bit generous with that.",negative
"This was a fantastically funny footie film. Why won't they show it again? Tim Healy was superb, as were all the players. Direction was inspired, and some of the gags were matchless. The sloping pitch had me on the floor. Show it again, ITV, so I can video it!!!",positive
"I saw ""El Mar"" yesterday and thought it to be a great movie. It starts with a childhood episode in the life of the 3 main characters: Ramallo, Manuel Tur, and Francisca. After that we jump about 10 years to an hospital where the 3 friends meet again.<br /><br />Religion, sickness, love, violence and sexuality rage throughout the movie creating and intense and tension-filled movie.<br /><br />I see people complaining about the film being too gory and i think they missed the point of the story. It's a violent, intense and sad story. People are expected to suffer. To cry. To get hurt. To bleed. And i think that what the film shows, isn't done for pure shock-value or presented in a distasteful way. I know that some people like their films ""clean"", even those with violence in it. But sometimes, a movie needs to make you feel unconfortable to work. This is one of those movies. And a great movie it is.<br /><br />The only fault i found was that there were 3 or 4 moments were some plot details weren't 100% clear, and only after thinking about them at the end of the movie, it all made sense. But it wasn't anything of much importance to the overall story, so i still give this movie a 9.",positive
"I've seen this amusing little 'brit flick'many times. The only problem is Its currently unavailable on video or DVD. I'ts certainly a contender for a DVD release. The much missed Richard Jordan plays 'pinky' an Ex-pat American, whose Just been released from prison,he finds himself A job as an Electrician in a bank, it all goes well until he finds Himself Embroiled in a bank heist with his ex cronies, David Niven Plays the mastermind Ivan, Its an enjoyable little romp, hopefully studio canal or anchor bay, will come to the Rescue. Look out for john Rhys Davies Before he struck it big with 'shogun' Raiders of the lost Ark 'Lord Of The Rings' In a small role as a barrister,",positive
"CARRY ON MATRON was released in 1972 and it's becoming clear that the series has reached a natural end with the best entries like CLEO , UP THE KYBER and SCREAMING being from the mid to late 60s <br /><br />In itself MATRON is by no means bad it's just that we've seen it all before with a thin plot ( A bunch of spivs trying to break into a hospital to steal a supply of contraceptive pills which they plan to sell to third world countries ) surrounded by gags of a slightly amusing though unsophisticated nature . I think that's where the problem lies - The gags aren't all that amusing with the unsophisticated nature starting to show its age . Did we need another movie that uses a man dressed up as a woman in order to drive the plot ? Perhaps the worst criticism I can make is that I saw CARRY ON MATRON this afternoon , less that twelve hours ago and I have a problem in trying to remember a very funny line . That's a serious problem for a comedy",negative
"Finally! An Iranian film that is not made by Majidi, Kiarostami or the Makhmalbafs. This is a non-documentary, an entertaining black comedy with subversive young girls subtly kicking the 'system' in its ass. It's all about football and its funny, its really funny. The director says ""The places are real, the event is real, and so are the characters and the extras. This is why I purposely chose not to use professional actors, as their presence would have introduced a notion of falseness."" The non-actors will have you rooting for them straightaway unless a. your heart is made of stone b. you are blind. Excellently scripted, the film challenges patriarchal authority with an almost absurd freshness. It has won the Jury Grand Prize, Berlin, 2006. Dear reader, it's near-perfect. WHERE, where can I get hold of it?",positive
"1st watched 2/16/2002 - 4 out of 10(Dir-Arne Glimcher): Mystery??/Thriller with too many ridiculous plot twists. Despite the very talented cast this movie is way too predictable and just downright under-estimates it's audience. The movie-going public is not stupid and I hope will not keep filling certain stars pockets again and again despite what they are involved with. We think that this movie is going to be about something with Connery's conviction against capitol punishment in the beginning but it turns out to be nothing but a standard, contrived for the audience's sake, run of the mill, let's never get it over with, thriller. We are pulled into every silly switch in character, as they are portrayed to us when it's needed in the story, and we're ready for this thing to be over way before it ends. Yes there is some good acting here, especially from Blair Underwood, Fishburne, and Ed Harris in a psycho-supporting role but the story does not work from almost the beginning to the very long-awaited end.",negative
"I have seen so many bad reviews on Supervivientes de los Andes that I felt compelled to stand for it (or at least I'll try). First of all, of course that it looks dated, it was made in the seventies with very low budget, but that's part of it's charm. I like contemporary films but also dig the old ones for what they worth. I'm not the one to feel the urge to only see or like movies with modern treatments and effects; besides, almost every movie buff likes old fashioned motion pictures (who doesn't like films from El Santo or Plan 9 from outer space, no matter it's overall quality?). In the aspect of pace, is just a tool for covering (again) it's low cost, and I think the constant dialogs are in order of a better character and situations development. Sure, Alive has better FX, but I won't despise the old one just because of that, and I don't feel quite attracted to English speakers in an event involving people from Uruguay and for me, that gives a plus to Supervivientes de los Andes. It's like, even if Canoa, from the seventies and based on a true event too, would have a better remake now due to the advance of technology, but I think I would stick to that one based on the emotions that offers regardless it's production date.<br /><br />All of this is based in the impact that had on me because the first time I saw it was on TV, and nowadays I don't think it has lost some of it's primal force. Of course it's been a long time and I've seen tons of better movies in every aspect of cinema, but that doesn't diminish it's true value. It's not a bad film, and I place it above Alive without hesitation. Just give it a break.",positive
"DVD has become the equivalent of the old late night double-bill circuit, the last chance to catch old movies on the verge of being completely forgotten like The Border. There were great expectations for this back in 1982  a script co-written by The Wild Bunch's Walon Green, Jack Nicholson in the days when he could still act without semaphore and a great supporting cast (Harvey Keitel, Warren Oates, Valerie Perrine), Tony Richardson directing (although he was pretty much a spent force by then)  but now it doesn't even turn up on TV. The material certainly offers a rich seam of possibilities for comment on the 80s American Dreams of capitalism and conspicuous consumption, with Nicholson's border patrolman turning a blind eye to the odd drug deal or bit of people trafficking to finance his wife's relentless materialism, until he rediscovers his conscience when he finds out his partners are also in the baby selling business. Unfortunately, he never really gets his hands dirty, barely even turning a blind eye before his decency rises to the surface. The film feels always watered down as if too many rewrites and too many committees have left it neutered and, sadly, the recent DVD release is a missed opportunity to restore the original, nihilistic ending where Nicholson goes over the edge and firebombs the border patrol station that was cut after preview audiences found it too downbeat but which still featured prominently in the film's trailers.<br /><br />While that probably wasn't too convincing considering how low-key Nicholson's crisis of conscience is in the film, it had to be better than the crude reshot climax where the film abandons logic and even basic rules of continuity: at one point he's holding characters at gunpoint, then he's somewhere else and they're free trying to kill him, one character goes from injured at his house to hopping around like a gazelle on the banks of the Rio Grande while Valerie Perrine's character gets dumber on an exponential level. The villains of the piece are disposed of with absurd ease (and one impressive car stunt) in time for a clumsily edited happy ending and you start wondering if you somehow found yourself watching another film entirely. What makes it all the more clumsy is that the rest of the film is so flat and underwhelming that the sudden lurch into melodrama is all the more jarring. Unfortunately Ry Cooder's beautiful title song, Across the Borderline, says it all much more economically. But if you want to know the film's real crime, it's completely wasting the great Warren Oates in a nothing bit part. When even he can't make an impression, you know something's really wrong. All in all, all too easy to remember why I found this so forgettable at the time.",negative
